Index,QuestionSummary,Wave,QuestionPart1,QuestionPart2,Responses,ItemCode,Subject,Scale,Subscale,ScaleItem,Domain,ScaleName,MoBaQ,TimePoint,QCode,Rater,Timing,QuestionParentheses
9425,Describe frequent mood swings,Q01,Describe yourself as you usually are,Have frequent mood swings,Strongly disagree;Disagree somewhat;Neither nor;Agree somewhat;Strongly agree,FF518,Father,IPIP,Neuroticism,IPIP39,Personality,InternationalPersonalityItemPool,QF,Pr15W,FF,Father,"",""
9426,Describe difficult words,Q01,Describe yourself as you usually are,Use difficult words,Strongly disagree;Disagree somewhat;Neither nor;Agree somewhat;Strongly agree,FF519,Father,IPIP,Intellect,IPIP40,Personality,InternationalPersonalityItemPool,QF,Pr15W,FF,Father,"",""
9427,Describe dont mind centre attention,Q01,Describe yourself as you usually are,Dont mind being the centre of attention,Strongly disagree;Disagree somewhat;Neither nor;Agree somewhat;Strongly agree,FF520,Father,IPIP,Extraversion,IPIP41,Personality,InternationalPersonalityItemPool,QF,Pr15W,FF,Father,"",""
9428,Describe feel emotions,Q01,Describe yourself as you usually are,Feel others emotions,Strongly disagree;Disagree somewhat;Neither nor;Agree somewhat;Strongly agree,FF521,Father,IPIP,Agreeableness,IPIP42,Personality,InternationalPersonalityItemPool,QF,Pr15W,FF,Father,"",""
9429,Describe follow schedule,Q01,Describe yourself as you usually are,Follow a schedule,Strongly disagree;Disagree somewhat;Neither nor;Agree somewhat;Strongly agree,FF522,Father,IPIP,Conscientiousness,IPIP43,Personality,InternationalPersonalityItemPool,QF,Pr15W,FF,Father,"",""
9430,Describe irritated easily,Q01,Describe yourself as you usually are,Get irritated easily,Strongly disagree;Disagree somewhat;Neither nor;Agree somewhat;Strongly agree,FF523,Father,IPIP,Neuroticism,IPIP44,Personality,InternationalPersonalityItemPool,QF,Pr15W,FF,Father,"",""
9431,Describe spend time reflecting,Q01,Describe yourself as you usually are,Spend time reflecting on things,Strongly disagree;Disagree somewhat;Neither nor;Agree somewhat;Strongly agree,FF524,Father,IPIP,Intellect,IPIP45,Personality,InternationalPersonalityItemPool,QF,Pr15W,FF,Father,"",""
9432,Describe quiet strangers,Q01,Describe yourself as you usually are,Am quiet around strangers,Strongly disagree;Disagree somewhat;Neither nor;Agree somewhat;Strongly agree,FF525,Father,IPIP,Extraversion,IPIP46,Personality,InternationalPersonalityItemPool,QF,Pr15W,FF,Father,"",""
9433,Describe people feel ease,Q01,Describe yourself as you usually are,Make people feel at ease,Strongly disagree;Disagree somewhat;Neither nor;Agree somewhat;Strongly agree,FF526,Father,IPIP,Agreeableness,IPIP47,Personality,InternationalPersonalityItemPool,QF,Pr15W,FF,Father,"",""
9434,Describe exacting,Q01,Describe yourself as you usually are,Am exacting in my work,Strongly disagree;Disagree somewhat;Neither nor;Agree somewhat;Strongly agree,FF527,Father,IPIP,Conscientiousness,IPIP48,Personality,InternationalPersonalityItemPool,QF,Pr15W,FF,Father,"",""
9435,Describe feel blue,Q01,Describe yourself as you usually are,Often feel blue,Strongly disagree;Disagree somewhat;Neither nor;Agree somewhat;Strongly agree,FF528,Father,IPIP,Neuroticism,IPIP49,Personality,InternationalPersonalityItemPool,QF,Pr15W,FF,Father,"",""
9436,Describe ideas,Q01,Describe yourself as you usually are,Am full of ideas,Strongly disagree;Disagree somewhat;Neither nor;Agree somewhat;Strongly agree,FF529,Father,IPIP,Intellect,IPIP50,Personality,InternationalPersonalityItemPool,QF,Pr15W,FF,Father,"",""
9437,Feeling agitation restlessness months trouble wrapping final details projectonce challenging,Q01,Feeling of agitation and restlessness in the last six months,How often do you have trouble wrapping up the final details of a projectonce the challenging parts have been done,Never;Rarely;Sometimes;Often;Very often,FF535,Father,ASRS,"",ASRS01,ADHD,AdultADHDSelfReportScale,QF,Pr15W,FF,Father,During the last six months,""
9439,Feeling agitation restlessness months difficulty task requires organisation,Q01,Feeling of agitation and restlessness in the last six months,How often do you have difficulty getting things in order when you have to do a task that requires organisation,Never;Rarely;Sometimes;Often;Very often,FF536,Father,ASRS,"",ASRS02,ADHD,AdultADHDSelfReportScale,QF,Pr15W,FF,Father,During the last six months,""
9441,Feeling agitation restlessness months task requires lot avoid delay started,Q01,Feeling of agitation and restlessness in the last six months,When you have a task that requires a lot of thought how often do you avoid or delay getting started,Never;Rarely;Sometimes;Often;Very often,FF537,Father,ASRS,"",ASRS03,ADHD,AdultADHDSelfReportScale,QF,Pr15W,FF,Father,During the last six months,""
9443,Feeling agitation restlessness months remembering appointments obligations,Q01,Feeling of agitation and restlessness in the last six months,How often do you have problems remembering appointments or obligations,Never;Rarely;Sometimes;Often;Very often,FF538,Father,ASRS,"",ASRS04,ADHD,AdultADHDSelfReportScale,QF,Pr15W,FF,Father,During the last six months,""
9445,Feeling agitation restlessness months fidget squirm hands feet sit time,Q01,Feeling of agitation and restlessness in the last six months,How often do you fidget or squirm with your hands or feet when you have to sit down for a long time,Never;Rarely;Sometimes;Often;Very often,FF539,Father,ASRS,"",ASRS05,ADHD,AdultADHDSelfReportScale,QF,Pr15W,FF,Father,During the last six months,""
9447,Feeling agitation restlessness months feel overly active compelled driven motor,Q01,Feeling of agitation and restlessness in the last six months,How often do you feel overly active and compelled to do things like you were driven by a motor,Never;Rarely;Sometimes;Often;Very often,FF540,Father,ASRS,"",ASRS06,ADHD,AdultADHDSelfReportScale,QF,Pr15W,FF,Father,During the last six months,""
9449,Experienced 12 months concerns wrong bay expecting,Q01,Have you experienced any of the following during the last 12 months,Serious concerns that something is wrong with the bay you are expecting,No;Yes,FF544,Father,AdLifEv,"",AdLifEv07,Life stress,AdverseLifeEvents,QF,Pr15W,FF,Father,During the last year,""
9450,Experienced 12 months personal ill injured,Q01,Have you experienced any of the following during the last 12 months,Serious personal ill or injured,No;Yes,FF545,Father,AdLifEv,"",AdLifEv08,Life stress,AdverseLifeEvents,QF,Pr15W,FF,Father,During the last year,""
9451,Experienced 12 months close relative ill injured,Q01,Have you experienced any of the following during the last 12 months,Close relative has been seriously ill or injured,No;Yes,FF546,Father,AdLifEv,"",AdLifEv09,Life stress,AdverseLifeEvents,QF,Pr15W,FF,Father,During the last year,""
9452,Experienced 12 months involved traffic accident fire robbery,Q01,Have you experienced any of the following during the last 12 months,Involved in a serious traffic accident fire or robbery,No;Yes,FF547,Father,AdLifEv,"",AdLifEv10,Life stress,AdverseLifeEvents,QF,Pr15W,FF,Father,During the last year,""
9453,Experienced 12 months forced sexual activity,Q01,Have you experienced any of the following during the last 12 months,Forced into sexual activity,No;Yes,FF548,Father,AdLifEv,"",AdLifEv11,Life stress,AdverseLifeEvents,QF,Pr15W,FF,Father,During the last year,""
9454,Experienced 12 months exposed physical violence,Q01,Have you experienced any of the following during the last 12 months,Exposed to physical violence,No;Yes,FF549,Father,AdLifEv,"",AdLifEv12,Life stress,AdverseLifeEvents,QF,Pr15W,FF,Father,During the last year,""
9455,Questions concern childs development havent observed child spend time child lying play grabbing hold feet,Q04,The following questions concern your childs development if you havent actually observed your child spend a little time looking at what he or she can actually do,When your child is lying on their back does he or she play by grabbing hold of their feet,Yes often;Yes but seldom;No not yet;Dont know,DD348,Child,ASQ,Motor,ASQ01,Motor,AgesandStagesQuestionnaires,Q46months,Ch06M,DD,Mother,"",""
9456,Questions concern childs development havent observed child spend time child tummy straighten arms push chest bed floor,Q04,The following questions concern your childs development if you havent actually observed your child spend a little time looking at what they can actually do,When your child is on their tummy does he or she straighten both arms and push her whole chest off the bed or floor,Yes often;Yes but seldom;No not yet;Dont know,DD349,Child,ASQ,Motor,ASQ02,Motor,AgesandStagesQuestionnaires,Q46months,Ch06M,DD,Mother,"",""
9457,Questions concern childs development havent observed child spend time child roll tummy,Q04,The following questions concern your childs development if you havent actually observed your child spend a little time looking at what they can actually do,Does your child roll over from their back onto their tummy,Yes often;Yes but seldom;No not yet;Dont know,DD350,Child,ASQ,Motor,ASQ03,Motor,AgesandStagesQuestionnaires,Q46months,Ch06M,DD,Mother,"",""
9458,Questions concern childs development havent observed child spend time chat child chat,Q04,The following questions concern your childs development if you havent actually observed your child spend a little time looking at what they can actually do,When you chat to your child does he or she try to chat back to you,Yes often;Yes but seldom;No not yet;Dont know,DD351,Child,ASQ,Language,ASQ04,Language,AgesandStagesQuestionnaires,Q46months,Ch06M,DD,Mother,"",""
9459,Questions concern childs development havent observed child spend time child babble sounds lying,Q04,The following questions concern your childs development if you havent actually observed your child spend a little time looking at what they can actually do,Does your child babble and make sounds when he or she is lying on their own,Yes often;Yes but seldom;No not yet;Dont know,DD352,Child,ASQ,Language,ASQ05,Language,AgesandStagesQuestionnaires,Q46months,Ch06M,DD,Mother,"",""
9460,Questions concern childs development havent observed child spend time child listening sounds e g contented hungry angry pain,Q04,The following questions concern your childs development if you havent actually observed your child spend a little time looking at what they can actually do,Can you tell how your child is just by listening to the sounds he or she is making e g contented hungry angry in pain,Yes often;Yes but seldom;No not yet;Dont know,DD353,Child,ASQ,Language,ASQ06,Language,AgesandStagesQuestionnaires,Q46months,Ch06M,DD,Mother,"",""
9461,Questions concern childs development havent observed child spend time smile child smile touching ling holding toy,Q04,The following questions concern your childs development if you havent actually observed your child spend a little time looking at what they can actually do,Do you get a smile from your child when you just smile at him or her without touching or tickling him or her and without holding up a toy,Yes often;Yes but seldom;No not yet;Dont know,DD354,Child,ASQ,Language,ASQ07,Language,AgesandStagesQuestionnaires,Q46months,Ch06M,DD,Mother,"",""
9462,Questions concern childs development havent observed child spend time call child times,Q04,The following questions concern your childs development if you havent actually observed your child spend a little time looking at what they can actually do,When you call your child does he or she turn towards you one of the first times you say their name,Yes often;Yes but seldom;No not yet;Dont know,DD355,Child,ASQ,Language,ASQ08,Language,AgesandStagesQuestionnaires,Q46months,Ch06M,DD,Mother,"",""
9463,Questions concern childs development havent observed child spend time child grab toy offer mouth hold,Q04,The following questions concern your childs development if you havent actually observed your child spend a little time looking at what they can actually do,Does your child grab a toy you offer and then put it in their mouth or hold it,Yes often;Yes but seldom;No not yet;Dont know,DD356,Child,ASQ,Motor,ASQ09,Motor,AgesandStagesQuestionnaires,Q46months,Ch06M,DD,Mother,"",""
9464,Questions concern childs development havent observed child spend time child sitting lap stretch toy table front,Q04,The following questions concern your childs development if you havent actually observed your child spend a little time looking at what they can actually do,When your child is sitting on your lap does he or she stretch out for a toy or something else on the table in front of you,Yes often;Yes but seldom;No not yet;Dont know,DD357,Child,ASQ,Motor,ASQ10,Motor,AgesandStagesQuestionnaires,Q46months,Ch06M,DD,Mother,"",""
9465,Questions concern childs development havent observed child spend time child hold toy hands examining,Q04,The following questions concern your childs development if you havent actually observed your child spend a little time looking at what they can actually do,Does your child hold onto a toy with both hands when he or she is examining it,Yes often;Yes but seldom;No not yet;Dont know,DD358,Child,ASQ,Motor,ASQ11,Motor,AgesandStagesQuestionnaires,Q46months,Ch06M,DD,Mother,"",""
9466,Questions concern childs development havent observed childspend time child familiar toy object ball bring coat blanket,Q05,The following questions concern your childs development if you havent actually observed your childspend a little time looking at what they can actually do,When you ask him or her does your child go into another room to find a familiar toy or object you might ask where is your ball or say bring me your coat or go get your blanket,Yes often;Sometimes;Not yet,EE403,Child,ASQ,Language,ASQ12,Language,AgesandStagesQuestionnaires,Q518months,Ch18M,EE,Mother,"",""
9467,Questions concern childs development havent observed childspend time child words addition mama dada,Q05,The following questions concern your childs development if you havent actually observed your childspend a little time looking at what they can actually do,Does your child say eight or more words in addition to mama and dada,Yes often;Sometimes;Not yet,EE404,Child,ASQ,Language,ASQ13,Language,AgesandStagesQuestionnaires,Q518months,Ch18M,EE,Mother,"",""
9468,Questions concern childs development havent observed childspend time child correct picture kitty dog,Q05,The following questions concern your childs development if you havent actually observed your childspend a little time looking at what they can actually do,Without showing him or her first does your child point to the correct picture when you say show me the kitty or ask where is the dog,Yes often;Sometimes;Not yet,EE405,Child,ASQ,Language,ASQ14,Language,AgesandStagesQuestionnaires,Q518months,Ch18M,EE,Mother,"",""
9469,Questions concern childs development havent observed childspend time child move walking crawling hands knees,Q05,The following questions concern your childs development if you havent actually observed your childspend a little time looking at what they can actually do,Does your child move around by walking rather than by crawling on their hands and knees,Yes often;Sometimes;Not yet,EE406,Child,ASQ,Motor,ASQ15,Motor,AgesandStagesQuestionnaires,Q518months,Ch18M,EE,Mother,"",""
9470,Questions concern childs development havent observed childspend time child walk seldom fall,Q05,The following questions concern your childs development if you havent actually observed your childspend a little time looking at what they can actually do,Can your child walk well and seldom fall,Yes often;Sometimes;Not yet,EE407,Child,ASQ,Motor,ASQ16,Motor,AgesandStagesQuestionnaires,Q518months,Ch18M,EE,Mother,"",""
9471,Questions concern childs development havent observed childspend time child walk stairs hold hands,Q05,The following questions concern your childs development if you havent actually observed your childspend a little time looking at what they can actually do,Does your child walk down stairs if you hold onto one of their hands,Yes often;Sometimes;Not yet,EE408,Child,ASQ,Motor,ASQ17,Motor,AgesandStagesQuestionnaires,Q518months,Ch18M,EE,Mother,"",""
9472,Questions concern childs development havent observed childspend time child throw ball toy forward arm motion simply drops ball enter cross,Q05,The following questions concern your childs development if you havent actually observed your childspend a little time looking at what they can actually do,Does your child throw a small ball or toy with a forward arm motion if he or she simply drops the ball enter a cross under not yet,Yes often;Sometimes;Not yet,EE409,Child,ASQ,Motor,ASQ18,Motor,AgesandStagesQuestionnaires,Q518months,Ch18M,EE,Mother,"",""
9473,Questions concern childs development havent observed childspend time child stack block toy top boxes toys 3 cm size,Q05,The following questions concern your childs development if you havent actually observed your childspend a little time looking at what they can actually do,Does your child stack a small block or toy on top of another one for example small boxes or toys about 3 cm in size,Yes often;Sometimes;Not yet,EE410,Child,ASQ,Motor,ASQ19,Motor,AgesandStagesQuestionnaires,Q518months,Ch18M,EE,Mother,"",""
9474,Questions concern childs development havent observed childspend time child pages book page time,Q05,The following questions concern your childs development if you havent actually observed your childspend a little time looking at what they can actually do,Does your child turn the pages of a book by himself or herself he or she may turn more than one page at a time,Yes often;Sometimes;Not yet,EE411,Child,ASQ,Motor,ASQ20,Motor,AgesandStagesQuestionnaires,Q518months,Ch18M,EE,Mother,"",""
9475,Childs behavior child seldom enter cross child sorts toys objects instance cars buttons,Q05,About your childs behavior we are asking you about how your child usually is if something happens seldom enter a cross under no,Is your child interested in different sorts of toys or objects and not for instance mainly in cars or buttons,Yes;No,EE886,Child,ESAT,"",ESAT01,ASD,EarlyScreeningofAutisticTraitsQuestionnaire,Q518months,Ch18M,EE,Mother,"",For instance if you have only seen it once or twice
9476,Childs behavior child seldom enter cross child play toys varied fiddling mouthing dropping,Q05,About your childs behavior we are asking you about how your child usually is if something happens seldom enter a cross under no,Can your child play with toys in varied ways not just fiddling mouthing or dropping them,Yes;No,EE433,Child,ESAT,"",ESAT02,ASD,EarlyScreeningofAutisticTraitsQuestionnaire,Q518months,Ch18M,EE,Mother,"",For instance if you have only seen it once or twice
9477,Childs behavior child seldom enter cross child expresses feelings instanceby crying smiling expected moments,Q05,About your childs behavior we are asking you about how your child usually is if something happens seldom enter a cross under no,When your child expresses their feelings for instanceby crying or smiling is that mostly in expected and appropriate moments,Yes;No,EE887,Child,ESAT,"",ESAT03,ASD,EarlyScreeningofAutisticTraitsQuestionnaire,Q518months,Ch18M,EE,Mother,"",For instance if you have only seen it once or twice
9478,Childs behavior child seldom enter cross child react normal sensory stimulation coldness warmth light pain ling,Q05,About your childs behavior we are asking you about how your child usually is if something happens seldom enter a cross under no,Does your child react in a normal way to sensory stimulation such as coldness warmth light pain or tickling,Yes;No,EE888,Child,ESAT,"",ESAT04,ASD,EarlyScreeningofAutisticTraitsQuestionnaire,Q518months,Ch18M,EE,Mother,"",For instance if you have only seen it once or twice
9479,Childs behavior child seldom enter cross easily child feels,Q05,About your childs behavior we are asking you about how your child usually is if something happens seldom enter a cross under no,Can you easily tell from the face of your child how he or she feels,Yes;No,EE889,Child,ESAT,"",ESAT05,ASD,EarlyScreeningofAutisticTraitsQuestionnaire,Q518months,Ch18M,EE,Mother,"",For instance if you have only seen it once or twice
9480,Childs behavior child seldom enter cross easy eye contact child,Q05,About your childs behavior we are asking you about how your child usually is if something happens seldom enter a cross under no,Is it easy to make eye contact with your child,Yes;No,EE890,Child,ESAT,"",ESAT06,ASD,EarlyScreeningofAutisticTraitsQuestionnaire,Q518months,Ch18M,EE,Mother,"",For instance if you have only seen it once or twice
9481,Childs behavior child seldom enter cross child left time attract attention instance crying calling,Q05,About your childs behavior we are asking you about how your child usually is if something happens seldom enter a cross under no,When your child has been left alone for some time does he or she try to attract your attention for instance by crying or calling,Yes;No,EE891,Child,ESAT,"",ESAT07,ASD,EarlyScreeningofAutisticTraitsQuestionnaire,Q518months,Ch18M,EE,Mother,"",For instance if you have only seen it once or twice
9482,Childs behavior child seldom enter cross behaviour child free stereotyped repetitive movements banging head rocking body,Q05,About your childs behavior we are asking you about how your child usually is if something happens seldom enter a cross under no,Is the behaviour of your child free of stereotyped repetitive movements like banging their head or rocking their body,Yes;No,EE892,Child,ESAT,"",ESAT08,ASD,EarlyScreeningofAutisticTraitsQuestionnaire,Q518months,Ch18M,EE,Mother,"",For instance if you have only seen it once or twice
9483,Childs behavior child seldom enter cross child accord bring objects,Q05,About your childs behavior we are asking you about how your child usually is if something happens seldom enter a cross under no,Does your child on their own accord ever bring objects over to you or show you something,Yes;No,EE893,Child,ESAT,"",ESAT09,ASD,EarlyScreeningofAutisticTraitsQuestionnaire,Q518months,Ch18M,EE,Mother,Lifetime,For instance if you have only seen it once or twice
9484,Childs behavior child seldom enter cross child other children adults,Q05,About your childs behavior we are asking you about how your child usually is if something happens seldom enter a cross under no,Does your child show to be interested in other children or adults,Yes;No,EE894,Child,ESAT,"",ESAT10,ASD,EarlyScreeningofAutisticTraitsQuestionnaire,Q518months,Ch18M,EE,Mother,"",For instance if you have only seen it once or twice
9485,Childs behavior child seldom enter cross child cuddled,Q05,About your childs behavior we are asking you about how your child usually is if something happens seldom enter a cross under no,Does your child like to be cuddled,Yes;No,EE895,Child,ESAT,"",ESAT11,ASD,EarlyScreeningofAutisticTraitsQuestionnaire,Q518months,Ch18M,EE,Mother,"",For instance if you have only seen it once or twice
9486,Childs behavior child seldom enter cross child smile other people,Q05,About your childs behavior we are asking you about how your child usually is if something happens seldom enter a cross under no,Does your child ever smile at you or at other people,Yes;No,EE896,Child,ESAT,"",ESAT12,ASD,EarlyScreeningofAutisticTraitsQuestionnaire,Q518months,Ch18M,EE,Mother,Lifetime,For instance if you have only seen it once or twice
9487,Childs behavior child seldom enter cross child playing games peek boo ride someones knee swung,Q05,About your childs behavior we are asking you about how your child usually is if something happens seldom enter a cross under no,Does your child like playing games with others such as peek a boo ride on someones knee or to be swung,Yes;No,EE960,Child,ESAT,"",ESAT13,ASD,EarlyScreeningofAutisticTraitsQuestionnaire,Q518months,Ch18M,EE,Mother,"",For instance if you have only seen it once or twice
9489,Child walk unaided holding support child kick ball swinging leg forward,Q06,Can your child walk unaided,Without holding onto anything for support does your child kick a ball by swinging their leg forward,Yes often;Sometimes;Not yet,GG222,Child,ASQ,Motor,ASQ21,Motor,AgesandStagesQuestionnaires,Q63yrs,Ch03Y,GG,Mother,"",""
9490,Child walk unaided child catch ball hands,Q06,Can your child walk unaided,Can your child catch a large ball with both hands,Yes often;Sometimes;Not yet,GG223,Child,ASQ,Motor,ASQ22,Motor,AgesandStagesQuestionnaires,Q63yrs,Ch03Y,GG,Mother,"",""
9491,Child walk unaided drawing child hold pencil crayon pen fingers thumb adult,Q06,Can your child walk unaided,When drawing does your child hold a pencil crayon or pen between their fingers and thumb like an adult does,Yes often;Sometimes;Not yet,GG224,Child,ASQ,Motor,ASQ23,Motor,AgesandStagesQuestionnaires,Q63yrs,Ch03Y,GG,Mother,"",""
9492,Child walk unaided child undo buttons,Q06,Can your child walk unaided,Can your child undo one or more buttons,Yes often;Sometimes;Not yet,GG225,Child,ASQ,Motor,ASQ24,Motor,AgesandStagesQuestionnaires,Q63yrs,Ch03Y,GG,Mother,"",""
9493,Understanding communicate child correct picture cat dog child correct picture,Q06,Understanding what others say and being able to communicate,Without showing him or her first does your child point to the correct picture when you say where is the cat or where is the dog your child must only point at the correct picture,Yes often;Sometimes;Not yet,GG237,Child,ASQ,Language,ASQ25,Language,AgesandStagesQuestionnaires,Q63yrs,Ch03Y,GG,Mother,"",""
9494,Understanding communicate child eyes nose hair feet ears correctly body child doll,Q06,Understanding what others say and being able to communicate,When you ask your child to point to their eyes nose hair feet ears and so forth does he or she correctly point to at least seven body parts the child can point to parts of himself or herself you or a doll,Yes often;Sometimes;Not yet,GG238,Child,ASQ,Language,ASQ26,Language,AgesandStagesQuestionnaires,Q63yrs,Ch03Y,GG,Mother,"",""
9495,Understanding communicate child sentences words,Q06,Understanding what others say and being able to communicate,Does your child make sentences that are three or four words long,Yes often;Sometimes;Not yet,GG239,Child,ASQ,Language,ASQ27,Language,AgesandStagesQuestionnaires,Q63yrs,Ch03Y,GG,Mother,"",""
9496,Understanding communicate giving gestures child shoe table book chair child carry directions correctly,Q06,Understanding what others say and being able to communicate,Without giving him or her help by pointing or using gestures ask your child to put the shoe on the table and put the book under the chair does your child carry out both of these directions correctly,Yes often;Sometimes;Not yet,GG240,Child,ASQ,Language,ASQ28,Language,AgesandStagesQuestionnaires,Q63yrs,Ch03Y,GG,Mother,"",""
9497,Understanding communicate picture book child happening action taking picture barking running eating crying dog boy,Q06,Understanding what others say and being able to communicate,When looking at a picture book does your child tell you what is happening or what action is taking place in the picture for example barking running eating and crying you may ask what is the dog or boy doing,Yes often;Sometimes;Not yet,GG241,Child,ASQ,Language,ASQ29,Language,AgesandStagesQuestionnaires,Q63yrs,Ch03Y,GG,Mother,"",""
9498,Understanding communicate child object familiar ball child answer round throw,Q06,Understanding what others say and being able to communicate,Can your child tell you at least two things about an object he or she is familiar with if you say for example tell me about your ball will your child answer by saying something like it is round i can throw it it is big,Yes often;Sometimes;Not yet,GG242,Child,ASQ,Language,ASQ30,Language,AgesandStagesQuestionnaires,Q63yrs,Ch03Y,GG,Mother,"",""
9499,Childs social skills child shares readily other children treats toys pencils,Q06,About your childs social skills,Your child shares readily with other children for example treats toys pencils,Disagree;Partially agree;Totally agree,GG231,Child,SDQ,Prosocial,SDQ01,ASD,StrengthandDifficultiesQuestionnaireProsocialSubscale,Q63yrs,Ch03Y,GG,Mother,"",""
9500,Childs social skills child helpful hurt upset feeling ill,Q06,About your childs social skills,Your child is helpful if someone is hurt upset or feeling ill,Disagree;Partially agree;Totally agree,GG232,Child,SDQ,Prosocial,SDQ02,ASD,StrengthandDifficultiesQuestionnaireProsocialSubscale,Q63yrs,Ch03Y,GG,Mother,"",""
9501,Childs social skills child considerate other peoples feelings,Q06,About your childs social skills,Your child is considerate of other peoples feelings,Disagree;Partially agree;Totally agree,GG233,Child,SDQ,Prosocial,SDQ03,ASD,StrengthandDifficultiesQuestionnaireProsocialSubscale,Q63yrs,Ch03Y,GG,Mother,"",""
9502,Childs social skills child children,Q06,About your childs social skills,Your child is kind to younger children,Disagree;Partially agree;Totally agree,GG234,Child,SDQ,Prosocial,SDQ04,ASD,StrengthandDifficultiesQuestionnaireProsocialSubscale,Q63yrs,Ch03Y,GG,Mother,"",""
9503,Childs social skills child volunteers parents teachers other children,Q06,About your childs social skills,Your child often volunteers to help others parents teachers other children,Disagree;Partially agree;Totally agree,GG235,Child,SDQ,Prosocial,SDQ05,ASD,StrengthandDifficultiesQuestionnaireProsocialSubscale,Q63yrs,Ch03Y,GG,Mother,"",""
9504,Childs social skills child pays careful attention teach,Q06,About your childs social skills,Your child pays careful attention when you try to teach him or her something new,Not true;Somewhat true;Very true,GG236,Child,ITSEA,Competence,ITSEA01,Temperament,InfantToddlerSocialandEmotionalAssessment,Q63yrs,Ch03Y,GG,Mother,"",""
9506,Body language other communicating child seldom enter cross child respond times call,Q06,About body language and other ways of communicating with others we are asking you about how your child usually is if something happens seldom enter a cross under no,Does your child respond to their name one of the first two times you call,Yes;No,GG243,Child,MCHAT,"",MCHAT01,ASD,ModifiedChecklistforAutisminToddlers,Q63yrs,Ch03Y,GG,Mother,"",For instance if you have only seen it once or twice
9507,Body language other communicating child seldom enter cross child bring objects,Q06,About body language and other ways of communicating with others we are asking you about how your child usually is if something happens seldom enter a cross under no,Does your child ever bring objects over to you to show you something,Yes;No,GG244,Child,ESAT,"",ESAT15,ASD,EarlyScreeningofAutisticTraitsQuestionnaire,Q63yrs,Ch03Y,GG,Mother,Lifetime,For instance if you have only seen it once or twice
9508,Body language other communicating child seldom enter cross child imitate e g child imitate,Q06,About body language and other ways of communicating with others we are asking you about how your child usually is if something happens seldom enter a cross under no,Does your child imitate you e g you make a face will your child imitate it,Yes;No,GG245,Child,MCHAT,"",MCHAT02,ASD,ModifiedChecklistforAutisminToddlers,Q63yrs,Ch03Y,GG,Mother,"",For instance if you have only seen it once or twice
9509,Body language other communicating child seldom enter cross child index finger,Q06,About body language and other ways of communicating with others we are asking you about how your child usually is if something happens seldom enter a cross under no,Does your child ever use their index finger to point to indicate interest in something,Yes;No,GG246,Child,ESAT,"",ESAT16,ASD,EarlyScreeningofAutisticTraitsQuestionnaire,Q63yrs,Ch03Y,GG,Mother,Lifetime,For instance if you have only seen it once or twice
9510,Body language other communicating child seldom enter cross child other children,Q06,About body language and other ways of communicating with others we are asking you about how your child usually is if something happens seldom enter a cross under no,Does your child take an interest in other children,Yes;No,GG247,Child,ESAT,"",ESAT17,ASD,EarlyScreeningofAutisticTraitsQuestionnaire,Q63yrs,Ch03Y,GG,Mother,"",For instance if you have only seen it once or twice
9511,Body language other communicating child seldom enter cross toy child,Q06,About body language and other ways of communicating with others we are asking you about how your child usually is if something happens seldom enter a cross under no,If you point at a toy across the room does your child look at it,Yes;No,GG248,Child,MCHAT,"",MCHAT03,ASD,ModifiedChecklistforAutisminToddlers,Q63yrs,Ch03Y,GG,Mother,"",For instance if you have only seen it once or twice
9512,Body language other communicating child seldom enter cross child oversensitive noise e g plugging ears,Q06,About body language and other ways of communicating with others we are asking you about how your child usually is if something happens seldom enter a cross under no,Does your child ever seem oversensitive to noise e g plugging ears,Yes;No,GG251,Child,MCHAT,"",MCHAT04,ASD,ModifiedChecklistforAutisminToddlers,Q63yrs,Ch03Y,GG,Mother,Lifetime,For instance if you have only seen it once or twice
9513,Body language other communicating child seldom enter cross easy eye contact child,Q06,About body language and other ways of communicating with others we are asking you about how your child usually is if something happens seldom enter a cross under no,Is it easy to make eye contact with your child,Yes;No,GG249,Child,ESAT,"",ESAT06,ASD,EarlyScreeningofAutisticTraitsQuestionnaire,Q63yrs,Ch03Y,GG,Mother,"",For instance if you have only seen it once or twice
9514,Body language other communicating child seldom enter cross child react spoken instance listening smiling speaking babbling,Q06,About body language and other ways of communicating with others we are asking you about how your child usually is if something happens seldom enter a cross under no,Does your child react when spoken to for instance by looking listening smiling speaking or babbling,Yes;No,GG250,Child,ESAT,"",ESAT18,ASD,EarlyScreeningofAutisticTraitsQuestionnaire,Q63yrs,Ch03Y,GG,Mother,"",For instance if you have only seen it once or twice
9515,Childs language talk short phrases sentences,Q06,Your childs use of language with others,Is he or she now able to talk using short phrases or sentences,Yes;No,GG255,Child,SCQ,"",SCQ01,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,"",Mark one box per question whether you think it applies for your child or not
9517,Childs language fro conversation involves taking building,Q06,Your childs use of language with others,Do you have a to and fro conversation with her or him that involves taking turns or building on what you have said,Yes;No,GG257,Child,SCQ,"",SCQ02,ASD,SocialCommunicationQuestionnaire,Q63yrs,Ch03Y,GG,Mother,"",Mark one box per question whether you think it applies for your child or not
